"concept","frequency","relative_frequency-across_texts","relative_percentage-across_texts","tf-idf","gram_type","number_of_texts"
"desiring","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"randi","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"clyde","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"hornet","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"baseless","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"whomever","4","0.0023952095808383233","2.073301577264175E-5","1.4749376422551374E-4","single","3"
"dasha","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"lambert","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"adopted","7","0.004191616766467066","3.628277760212306E-5","2.3957991489408182E-4","single","5"
"randy","52","0.031137724550898204","2.6952920504434274E-4","0.0012402791972729648","single","37"
"adultery","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"wheatear","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"shankman","11","0.006586826347305389","5.701579337476481E-5","3.31528201461644E-4","single","11"
"re-reviewed","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"springs","5","0.0029940119760479044","2.5916269715802187E-5","1.8436720528189216E-4","single","3"
"felipe","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"snooze","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ranch","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"jimmie","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"rance","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"successes","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"charters","5","0.0029940119760479044","2.5916269715802187E-5","1.9487534838397025E-4","single","2"
"mouth","5","0.0029940119760479044","2.5916269715802187E-5","1.8436720528189216E-4","single","3"
"watts","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"forest","19","0.011377245508982036","9.848182492004831E-5","5.64070581511731E-4","single","12"
"linguistic","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"tactics","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dottie","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"backstopped","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ormal","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"e-file","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"chalk","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"on-going","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"bingo","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"subsidiary","11","0.006586826347305389","5.701579337476481E-5","3.369623869798791E-4","single","10"
"non-spinning","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"engagement","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"regulate","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"experimenting","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"quarter","29","0.017365269461077845","1.503143643516527E-4","7.506237249330706E-4","single","25"
"valid","27","0.016167664670658683","1.399478564653318E-4","7.448300115022908E-4","single","18"
"currencies","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"mouse","8","0.004790419161676647","4.14660315452835E-5","2.5985344864396046E-4","single","7"
"hartman","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"agrasta","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"retorno","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"socks","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"marcie","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"didnt","6","0.003592814371257485","3.109952365896262E-5","2.1229387091979704E-4","single","4"
"ackerman","6","0.003592814371257485","3.109952365896262E-5","2.2124064633827057E-4","single","3"
"addicts","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"grandstand","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"non-essential","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"merida","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"acess","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"interactions","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"denby","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mozart","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gumbo","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"sun-sentinel","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"rentals","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"airways","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"engineer","15","0.008982035928143712","7.774880914740656E-5","4.5949416406347143E-4","single","10"
"hastie","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"embarcadero","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"clarity","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"scan","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"scam","8","0.004790419161676647","4.14660315452835E-5","3.118005574143524E-4","single","2"
"chang","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"here-entering","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"surface","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"articulate","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"unequivocally","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dailyglobe","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"towards","18","0.010778443113772455","9.329857097688787E-5","4.965533410015272E-4","single","18"
"zonagen","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"elsewhere","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"mill","8","0.004790419161676647","4.14660315452835E-5","2.738056170218078E-4","single","5"
"revision","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"ringing","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"epmi-st-sw","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"heartburn","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"accepted","20","0.011976047904191617","1.0366507886320875E-4","5.461210516892436E-4","single","19"
"greaney","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"nonexistent","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"milk","17","0.010179640718562874","8.811531703372743E-5","5.657716143923594E-4","single","6"
"esident","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"mile","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"okies","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mild","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"zufferli","74","0.04431137724550898","3.8356079179387235E-4","0.0017547838098449385","single","38"
"alleviate","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"marcos","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"johanson","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"nurturing","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"aiding","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"maximums","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"teeth","9","0.005389221556886228","4.6649285488443934E-5","3.184408063796955E-4","single","4"
"moorings","6","0.003592814371257485","3.109952365896262E-5","2.554069652017316E-4","single","1"
"protesting","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gwendolyn","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"soldiers","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"probable","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"whatsis","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"conclusion","9","0.005389221556886228","4.6649285488443934E-5","2.8610598566824466E-4","single","8"
"venturing","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"designations","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"range","41","0.024550898203592814","2.1251341166957793E-4","0.0011310381656145898","single","18"
"housekeeping","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"woofter","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mims","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"patti","9","0.005389221556886228","4.6649285488443934E-5","2.8061149121221446E-4","single","9"
"jizzing","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"escape","6","0.003592814371257485","3.109952365896262E-5","2.1229387091979704E-4","single","4"
"attitude","11","0.006586826347305389","5.701579337476481E-5","3.31528201461644E-4","single","11"
"authorizes","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"pleas","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"tacos","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"genuine","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"starting","52","0.031137724550898204","2.6952920504434274E-4","0.0011757998093560454","single","47"
"vizsla","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mine","15","0.008982035928143712","7.774880914740656E-5","4.3333384835500776E-4","single","14"
"mind","58","0.03473053892215569","3.006287287033054E-4","0.0012642145159830667","single","55"
"roberts","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"ming","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"news_center","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"billions","27","0.016167664670658683","1.399478564653318E-4","7.800009270390139E-4","single","14"
"ttfn","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mini","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"engaging","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"slowly","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"authorized","38","0.022754491017964073","1.9696364984009661E-4","9.612542839398936E-4","single","28"
"tonite","8","0.004790419161676647","4.14660315452835E-5","2.5985344864396046E-4","single","7"
"embarrassment","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"overrides","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mqtrip","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"rests","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"restr","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"empresarial","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mins","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"confidence","22","0.013173652694610778","1.1403158674952963E-4","6.134163925170111E-4","single","17"
"servlet","5","0.0029940119760479044","2.5916269715802187E-5","1.9487534838397025E-4","single","2"
"process","180","0.10778443113772455","9.329857097688788E-4","0.0030856576852791896","single","135"
"roberta","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"chair","24","0.01437125748502994","1.243980946358505E-4","6.620711213353696E-4","single","18"
"tequila","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"chain","8","0.004790419161676647","4.14660315452835E-5","2.543164317051064E-4","single","8"
"successfully","8","0.004790419161676647","4.14660315452835E-5","2.830584945597294E-4","single","4"
"nanny","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"patty","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"thumbprints","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"revising","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"forgoing","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"annie","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"raiford","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"esources","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"non-enron","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"consol","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"bagdad","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"goodwill","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"helmerick","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"offshore","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"obstacle","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"binns","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"marchris","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"rotational","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"accelerated","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"devries","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"tribunal","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mursch","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"usinger","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"fenton","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"annex","23","0.013772455089820359","1.1921484069269005E-4","6.485263104451397E-4","single","16"
"linnton","6","0.003592814371257485","3.109952365896262E-5","2.554069652017316E-4","single","1"
"enronrpt","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mckay","8","0.004790419161676647","4.14660315452835E-5","2.543164317051064E-4","single","8"
"saavas","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"definitions","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"month-to-month","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"commented","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"yell","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"presentation","75","0.04491017964071856","3.887440457370328E-4","0.001641893268379768","single","54"
"choate","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"pickle","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"low_price","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","ngram","4"
"economictimes","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"conferred","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ahold","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"blanton","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"totol","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"kalmans","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"oracle","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"apartments","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"thier","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"recoupment","7","0.004191616766467066","3.628277760212306E-5","2.3957991489408182E-4","single","5"
"woohoo","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"quote","12","0.00718562874251497","6.219904731792525E-5","3.675953312507771E-4","single","10"
"clipart","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"donors","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"attac","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"sche","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"scha","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"texaco","13","0.007784431137724551","6.738230126108568E-5","4.0532770952875425E-4","single","9"
"pjmsummary","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"dayahead","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"cash-strapped","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"volunteers","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"misc","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","single","2"
"goals","7","0.004191616766467066","3.628277760212306E-5","2.3957991489408182E-4","single","5"
"sumbmitted","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"enlarge","10","0.005988023952095809","5.183253943160437E-5","4.256782753362193E-4","single","1"
"housewarming","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dropping","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"usproducts","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"shoulder","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"costume","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"turkey","9","0.005389221556886228","4.6649285488443934E-5","2.9952614879595504E-4","single","6"
"pozdravlyayu","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"maneuver","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"staffle","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"assisting","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"miss","30","0.017964071856287425","1.5549761829481313E-4","7.588849610051792E-4","single","28"
"scid","7","0.004191616766467066","3.628277760212306E-5","2.979747927353535E-4","single","1"
"ocedures","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"mist","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"total","125","0.0748502994011976","6.479067428950547E-4","0.0023569923519343654","single","97"
"photograph","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dominic","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"football-loving","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"shipment","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"vetoed","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"edata","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"privileges","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"berbatis","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"similiar","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"bremer","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"btwn","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"search","12","0.00718562874251497","6.219904731792525E-5","3.6166712886724796E-4","single","11"
"fred","16","0.009580838323353293","8.2932063090567E-5","4.6222277157867496E-4","single","14"
"structuring","11","0.006586826347305389","5.701579337476481E-5","3.369623869798791E-4","single","10"
"schaffer","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"seasonality","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"discharge","4","0.0023952095808383233","2.073301577264175E-5","1.4749376422551374E-4","single","3"
"panasonic","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"information-size","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"sara","90","0.05389221556886228","4.664928548844394E-4","0.0018983617313407268","single","63"
"islip","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"discrimination","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"harmed","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"possessing","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"nolly","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"unnecessary","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"parent","18","0.010778443113772455","9.329857097688787E-5","5.135636817086847E-4","single","15"
"sapp","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"editor","12","0.00718562874251497","6.219904731792525E-5","3.8978017296594067E-4","single","7"
"scenario","9","0.005389221556886228","4.6649285488443934E-5","2.9233512972445553E-4","single","7"
"february","21","0.012574850299401197","1.0884833280636919E-4","5.678439146954746E-4","single","20"
"citicapital","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"instrumental","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"mis-representations","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"seating","7","0.004191616766467066","3.628277760212306E-5","2.273717675634654E-4","single","7"
"ginal","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"privileged","67","0.040119760479041915","3.472780141917493E-4","0.0014244283326097986","single","61"
"princess-wanna-be","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"edineth","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"forness","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mier","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"windfalls","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"milagro","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"computer","44","0.026347305389221556","2.2806317349905925E-4","0.0010494670130771241","single","37"
"intra-ontario-cad","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"poised","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"merita","10","0.005988023952095809","5.183253943160437E-5","3.687344105637843E-4","single","3"
"rovetti","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"chuck","24","0.01437125748502994","1.243980946358505E-4","7.02553047901262E-4","single","13"
"paulo","9","0.005389221556886228","4.6649285488443934E-5","2.8610598566824466E-4","single","8"
"caskey","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"attys","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ramsar","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"oed-drap","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"locations","30","0.017964071856287425","1.5549761829481313E-4","7.828550245768442E-4","single","24"
"frcc","10","0.005988023952095809","5.183253943160437E-5","3.897506967679405E-4","single","2"
"refund","22","0.013173652694610778","1.1403158674952963E-4","6.44006960576157E-4","single","13"
"blasted","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"convincing","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"desires","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"sucka","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"newfie","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"sane","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"lawrence","14","0.008383233532934131","7.256555520424612E-5","4.0444492513134057E-4","single","14"
"sand","7","0.004191616766467066","3.628277760212306E-5","2.58114087394649E-4","single","3"
"monopoly","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"sang","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"throttled","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"phenomenal","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"sucks","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"anxiety","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"converted","7","0.004191616766467066","3.628277760212306E-5","2.3296478239685393E-4","single","6"
"midc","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"desired","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"cautiously","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"highs","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"paula","12","0.00718562874251497","6.219904731792525E-5","3.562551041126722E-4","single","12"
"insufficient","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"altered","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"possession","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mich","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"tirelessly","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"forego","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"socal","73","0.043712574850299404","3.7837753785071194E-4","0.0017844514877703172","single","33"
"glitches","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
